Raw Tweets,Clean Tweets,Sentiment
Add Mike Cirino to the list of 2018 Dream Bowlers that are getting a shot at their dreams after playing in our game… https://t.co/dxrlk5oNAN,Add Mike Cirino to the list of 2018 Dream Bowlers that are getting a shot at their dreams after playing in our game,-0.4
@MikeCirino_ @Colts You got this!!!!,You got this,0.0
@LATechFB @AtlantaFalcons @Colts Good luck guys.  But a dirty bird can't fly with a broken wing.  28-3,Good luck guys But a dirty bird can t fly with a broken wing 28 3,0.125
@Pacers as a fan thank you. @Colts as a fan thank you. #ThisIaIndiana Stay humble.,as a fan thank you as a fan thank you ThisIaIndiana Stay humble,-0.2
@Lions @RamsNFL @Colts @HoustonTexans @Titans @jaguars @Chiefs @Chargers @Buccaneers @Bengals,,0.0
@tonyhunterajh @Brian_Fuller7 @jwick23 @TitoFatanastri1 @Colts How do you know? None of them have had a starting op… https://t.co/7kaqdKqoRS,Fuller7 How do you know None of them have had a starting op,0.0
@RAE_Toliver5  Welcome to Indianapolis I'm rooting for you to make the Colts roster  ball out,Toliver5 Welcome to Indianapolis I m rooting for you to make the Colts roster ball out,0.8
@Austn37 @Colts @Reece_JMM @cainera1_ @JL_Chapman @EatSleepFF That they did. Not too many drafted terribly. The Ram… https://t.co/LuHkJcA8Uq,JMM Chapman That they did Not too many drafted terribly The Ram,-0.25
NFL Draft 2018: #BYU DT Tomasi Laulile signs undrafted free agent deal with the Indianapolis Colts - Vanquish The F… https://t.co/rgHDJh69DT,NFL Draft 2018 BYU DT Tomasi Laulile signs undrafted free agent deal with the Indianapolis Colts Vanquish The F,0.4
#dauricefountain was at church today! He was just drafted into the NFL by the @colts. The last… https://t.co/oOulfjij2X,dauricefountain was at church today He was just drafted into the NFL by the The last,0.0
"@MUHawks @Mbasile30 @Colts ""Congratulations""!🏈",Congratulations,0.0
@sspac21 @Colts @Reece_JMM @cainera1_ @JL_Chapman @EatSleepFF Bears did too https://t.co/RseqJFdb99,JMM Chapman Bears did too,0.0
@BCFHOF @NFLDraft @Colts @RAIDERS @nyjets @SCStateAthletic @wyche89 @TarikCohen @CFD22 @NFLPA It's going to be great for them,It s going to be great for them,0.8
@DaRealMonieLove @Pacers @cavs You gonna support the @Colts too Monie 🙌🤗,You gonna support the too Monie,0.0
The @colts will rock the NFL like the @pacers rocked the NBA. They build around here. Let’s go..,The will rock the NFL like the rocked the NBA They build around here Let s go,0.0
@SyracuseOn247 @ZiggySmalls_ @Colts THAT'S OUR ZIGGY,THAT S OUR ZIGGY,0.0
@Kturay_58 @Colts Welcome home!,58 Welcome home,0.8
Live Colts Cast: Indianapolis Colts 2018 NFL Draft Review; UDFA Roundup https://t.co/sdxJx54bVJ https://t.co/MGrvAaKhn7,Live Colts Cast Indianapolis Colts 2018 NFL Draft Review UDFA Roundup,0.13636363636363635
