Raw Tweets,Clean Tweets,Sentiment
NFL world reacts to Shaquem Griffin selection by the Seahawks https://t.co/sSa8KfYIjE via @247Sports,NFL world reacts to Shaquem Griffin selection by the Seahawks via,0.0
@Turfthedog @Seahawks Oh my goodness this is funny. My lab would be sneezing he had grass allergies.,Oh my goodness this is funny My lab would be sneezing he had grass allergies,0.25
"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/9PoVl1D4e2",Seattle Seahawks draft a player with one hand the first in modern NFL history,0.225
"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/JQVFXfIswx https://t.co/RbIe2JeQt4",Seattle Seahawks draft a player with one hand the first in modern NFL history,0.225
@DangeRussWilson @Seahawks @Shaquemgriffin @ShaquillG I was on the road during the draft on Sat and when I got off… https://t.co/xq2dyKghb7,I was on the road during the draft on Sat and when I got off,0.0
@NFL @Shaquemgriffin @ShaquillG @Seahawks @NFLDraft Handicap 407-1339 now I don't have any friends,Handicap 407 1339 now I don t have any friends,0.0
@Turfthedog @Seahawks Omg soooo cute!,Omg soooo cute,0.5
"At Derrick Brooks Charity Golf Tournement in Tampa Fl. Paul Anthony With NFL's first One Hand Player, Shaquem Griff… https://t.co/KXsqoaJFFS",At Derrick Brooks Charity Golf Tournement in Tampa Fl Paul Anthony With NFL s first One Hand Player Shaquem Griff,0.25
"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/vuMx0AkpPc https://t.co/yiXIuTAOWR",Seattle Seahawks draft a player with one hand the first in modern NFL history,0.225
"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/bq8o8Gx3MN https://t.co/ba8cQCNDW2",Seattle Seahawks draft a player with one hand the first in modern NFL history,0.225
One-handed linebacker Shaquem Griffin joins twin brother on Seahawks https://t.co/xZKzB5wPrr https://t.co/bpN3V1V8UE,One handed linebacker Shaquem Griffin joins twin brother on Seahawks,0.0
Seattle Seahawks take former De La Salle and Ohio State lineman Jamarco Jones in fifth round of NFL draft… https://t.co/wuW1IEAkp2,Seattle Seahawks take former De La Salle and Ohio State lineman Jamarco Jones in fifth round of NFL draft,-0.1
"Vela, Rossi y Ureña en el cuadro titular para enfrentar a los Seattle Sounders en el Banc of California de Los Ánge… https://t.co/3D6PFNCC35",Vela Rossi y Ure a en el cuadro titular para enfrentar a los Seattle Sounders en el Banc of California de Los nge,0.1
